record_type,record_id,field,route,rules,length_delta,before,after
BOOK,BookSkill_Mysticism2,text,lua,R500,-1,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Sun's Dawn<BR>
Book Two of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
3 Sun's Dawn, 2920<BR>
The Isle of Artaeum, Summurset<BR>
<BR>
Sotha Sil watched the initiates float one by one up to the oassom tree, taking a fruit or a flower from its high branches befo ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Sun's Dawn<BR>
Book Two of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
3 Sun's Dawn, 2920<BR>
The Isle of Artaeum, Summurset<BR>
<BR>
Sotha Sil watched the initiates float one by one up to the oassom tree, taking a fruit or a flower from its high branches befo ..."
BOOK,BookSkill_Mysticism5,text,lua,R500,-3,"<DIV ALIGN=""LEFT""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Charwich-Koniinge Letters, Book III<BR>
13 Last Seed, 3E 411<BR>
Wayrest, High Rock<BR>
<BR>
My Dear Koniinge,<BR>
<BR>
Please forgive the quality of the handwriting on this note, but I have not long to live. I can only reply in detail to one part of your letter, and that is that I fear Baliasir, contrary to what yo ...","<DIV ALIGN=""LEFT""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Charwich-Koniinge Letters, Book III<BR>
13 Last Seed, 3E 411<BR>
Wayrest, High Rock<BR>
<BR>
My Dear Koniinge,<BR>
<BR>
Please forgive the quality of the handwriting on this note, but I have not long to live. I can only reply in detail to one part of your letter, and that is that I fear Baliasir, contrary to what yo ..."
BOOK,BookSkill_Restoration4,text,lua,R500,-5,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Rain's Hand<BR>
Book Four of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
3 Rain's Hand, 2920<BR>
Coldharbour, Oblivion<BR>
<BR>
Sotha Sil proceeded as quickly as he could through the blackened halls of the palace, half-submerged in brackish water.  All around  ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Rain's Hand<BR>
Book Four of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
3 Rain's Hand, 2920<BR>
Coldharbour, Oblivion<BR>
<BR>
Sotha Sil proceeded as quickly as he could through the blackened halls of the palace, half-submerged in brackish water.  All around  ..."
BOOK,BookSkill_Short Blade2,text,lua,R500,-2,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Sun's Dusk<BR>
Book Eleven of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
2 Sun's Dusk, 2920<BR>
Tel Aruhn, Morrowind<BR>
<BR>
“A man to see you, Night Mother,” said the guard. “A Kothringi tribesman who presents his credentials as Lord Zuuk of Black Marsh, pa ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Sun's Dusk<BR>
Book Eleven of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
2 Sun's Dusk, 2920<BR>
Tel Aruhn, Morrowind<BR>
<BR>
“A man to see you, Night Mother,” said the guard. “A Kothringi tribesman who presents his credentials as Lord Zuuk of Black Marsh, pa ..."
BOOK,BookSkill_Sneak2,text,lua,R500,-2,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Last Seed<BR>
Book Eight of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
1 Last Seed, 2920<BR>
Mournhold, Morrowind<BR>
<BR>
They were gathered in the Duke's courtyard at twilight, enjoying the smell and warmth of a fire of dry branches and bittergreen leaves.  ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Last Seed<BR>
Book Eight of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
1 Last Seed, 2920<BR>
Mournhold, Morrowind<BR>
<BR>
They were gathered in the Duke's courtyard at twilight, enjoying the smell and warmth of a fire of dry branches and bittergreen leaves.  ..."
BOOK,BookSkill_Sneak3,text,lua,R500 R600,-3,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Azura and the Box<BR>
Ancient Tales of the Dwemer, Part XI<BR>
By Marobar Sul<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Nchylbar had enjoyed an adventurous youth, but had grown to be a very wise, very old Dwemer who spent his life searching for the truth and dispelling superstitions.  He invented much and created many theorems ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Azura and the Box<BR>
Ancient Tales of the Dwemer, Part XI<BR>
By Marobar Sul<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Nchylbar had enjoyed an adventurous youth, but had grown to be a very wise, very old Dwemer who spent his life searching for the truth and dispelling superstitions.  He invented much and created many theorems ..."
BOOK,BookSkill_Spear2,text,lua,R500,-1,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
First Seed<BR>
Book Three of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
15 First Seed, 2920<BR>
Caer Suvio, Cyrodiil<BR>
<BR>
From their vantage point high in the hills, the Emperor Reman III could still see the spires of the Imperial City, but he knew he was ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
First Seed<BR>
Book Three of <BR>
2920, The Last Year of the First Era<BR>
by Carlovac Townway<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
15 First Seed, 2920<BR>
Caer Suvio, Cyrodiil<BR>
<BR>
From their vantage point high in the hills, the Emperor Reman III could still see the spires of the Imperial City, but he knew he was ..."
BOOK,BookSkill_Speechcraft1,text,lua,R500,-2,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Biography of the Wolf Queen<BR>
by Katar Eriphanes<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Few historic figures are viewed as unambiguously evil, but Potema, the so-called Wolf Queen of Solitude, surely qualifies for that dishonor.  Born to the Imperial Family in the sixty-seventh year of the third era, Potema was immediately ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Biography of the Wolf Queen<BR>
by Katar Eriphanes<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Few historic figures are viewed as unambiguously evil, but Potema, the so-called Wolf Queen of Solitude, surely qualifies for that dishonor.  Born to the Imperial Family in the sixty-seventh year of the third era, Potema was immediately ..."
BOOK,bk_AedraAndDaedra,name,lua,R500 R600,-1,Aedra and Daedra,Zenad and Zenar
BOOK,bk_AedraAndDaedra,text,lua,R500 R600,-8,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Aedra and Daedra<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
The designations of Gods, Demons, Aedra, and Daedra, are universally confusing to the layman. They are often used interchangeably.<BR>
<BR>
""Aedra"" and ""Daedra"" are not relative terms. They are Elvish and exact. Azura is a Daedra both in Skyrim and Morrowind. ""Aedra"" i ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Zenad and Zenar<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
The designations of Gods, Demons, Zenad, and Zenar, are universally confusing to the layman. They are often used interchangeably.<BR>
<BR>
""Zenad"" and ""Zenar"" are not relative terms. They are Elvish and exact. Azura is a Zenar both in Skyrim and Morrowind. ""Zenad"" is us ..."
BOOK,bk_Aedra_Tarer_Unique,name,lua,R500 R600,-1,Tarer's Aedra and Daedra,Tarer's Zenad and Zenar
BOOK,bk_Aedra_Tarer_Unique,text,lua,R500 R600,-8,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Aedra and Daedra<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
The designations of Gods, Demons, Aedra, and Daedra, are universally confusing to the layman. They are often used interchangeably.<BR>
<BR>
""Aedra"" and ""Daedra"" are not relative terms. They are Elvish and exact. Azura is a Daedra both in Skyrim and Morrowind. ""Aedra"" i ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Zenad and Zenar<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
The designations of Gods, Demons, Zenad, and Zenar, are universally confusing to the layman. They are often used interchangeably.<BR>
<BR>
""Zenad"" and ""Zenar"" are not relative terms. They are Elvish and exact. Azura is a Zenar both in Skyrim and Morrowind. ""Zenad"" is us ..."
BOOK,bk_AncestorsAndTheDunmer,text,lua,R500 R600,-1,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Ancestors and the Dunmer<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Ghosts Walk Among Them<BR>
<BR>
The departed spirits of the Dunmeri, and perhaps those of all races, persist after death. The knowledge and power of departed ancestors benefits the bloodlines of Dunmeri Houses. The bond between the living family members and imm ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Ancestors and the Dunmer<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Ghosts Walk Among Them<BR>
<BR>
The departed spirits of the Dunmeri, and perhaps those of all races, persist after death. The knowledge and power of departed ancestors benefits the bloodlines of Dunmeri Houses. The bond between the living family members and imm ..."
BOOK,bk_AnnotatedAnuad,text,lua,R500 R600,-2,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Anuad Paraphrased<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
The first ones were brothers:  Anu and Padomay.  They came into the Void, and Time began.<BR>
<BR>
As Anu and Padomay wandered the Void, the interplay of Light and Darkness created Nir.  Both Anu and Padomay were amazed and delighted with her appearance, but she l ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Anuad Paraphrased<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
The first ones were brothers:  Anu and Padomay.  They came into the Void, and Time began.<BR>
<BR>
As Anu and Padomay wandered the Void, the interplay of Light and Darkness created Nir.  Both Anu and Padomay were amazed and delighted with her appearance, but she l ..."
BOOK,bk_Anticipations,text,lua,R500,-10,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Anticipations<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
The Daedra are powerful ancestor spirits, similar in form and substance to the Tribunal (Blessed Be Their Holy Names), but weaker in power, and more arbitrary and removed from the affairs of mortals. In old times, the Chimer worshiped the Daedra as gods. But they did no ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Anticipations<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
The Zenar are powerful ancestor spirits, similar in form and substance to the Tribunal (Blessed Be Their Holy Names), but weaker in power, and more arbitrary and removed from the affairs of mortals. In old times, the Chimer worshiped the Zenar as gods. But they did not  ..."
BOOK,bk_BlasphemousRevenants,text,lua,R110,-2,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Blasphemous Revenants<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
...not into the world, nor out of it, but between worlds they linger, held to the hearth and tomb by blood and loyalty. And if they come unbidden, from love of kin or faith to duty, it is not unholy. It is but the answering of the ancestors, the awakening of those w ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Blasphemous Revenants<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
...not into the world, nor out of it, but between worlds they linger, held to the hearth and tomb by blood and loyalty. And if they come unbidden, from love of kin or faith to duty, it is not unholy. It is but the answering of the ancestors, the awakening of those w ..."
BOOK,bk_Boethiah's Glory_unique,text,lua,R500,-1,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Boethiah's Glory<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Look upon the face of Boethiah and wonder. Raise your arms that Boethiah may look on them and bestow a blessing. Know that battle is a blessing. Know that death is an eventuality. Know that you are dust in the eyes of Boethiah.<BR>
<BR>
Long is the arm of Boethiah, and ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Boethiah's Glory<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Look upon the face of Boethiah and wonder. Raise your arms that Boethiah may look on them and bestow a blessing. Know that battle is a blessing. Know that death is an eventuality. Know that you are dust in the eyes of Boethiah.<BR>
<BR>
Long is the arm of Boethiah, and ..."
BOOK,bk_BookOfDaedra,name,lua,R500,-1,The Book of Daedra,The Book of Zenar
BOOK,bk_BookOfDaedra,text,lua,R250 R500,-11,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Book of Daedra<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
[These are excerpts from this lengthy tome, describing the nature of each of the Daedra.]<BR>
<BR>
Azura, whose sphere is dusk and dawn, the magic in-between realms of twilight, known as Moonshadow, Mother of the Rose, and Queen of the Night Sky.<BR>
<BR>
Boethiah, ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Book of Zenar<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
[These are excerpts from this lengthy tome, describing the nature of each of the Zenar.]<BR>
<BR>
Azura, whose sphere is dusk and dawn, the magic in-between realms of twilight, known as Moonshadow, Mother of the Rose, and Queen of the Night Sky.<BR>
<BR>
Boethiah, w ..."
